[11/Sep/2025:16:00:28 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/openai/records?chat_id=41&from=2025-09-10&to=2025-09-10" [Client 172.19.0.1] [Length 13565] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/openai/records/282/edit"
[11/Sep/2025:17:48:57 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle" [Client 172.19.0.1] [Length 7049] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/ficha-controle/162/arquivos"
[11/Sep/2025:18:07:30 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle?search=MARCIO+MAURICIO&per_page=5" [Client 172.19.0.1] [Length 5914] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle"
[11/Sep/2025:18:07:33 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle/86" [Client 172.19.0.1] [Length 5650] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle?search=MARCIO+MAURICIO&per_page=5"
[11/Sep/2025:18:07:34 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_RelatorioPia/86" [Client 172.19.0.1] [Length 5272] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle/86"
[11/Sep/2025:18:07:38 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle" [Client 172.19.0.1] [Length 7049] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_RelatorioPia/86"
[11/Sep/2025:18:07:48 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle?search=MARCIO+MAURICIO&per_page=5" [Client 172.19.0.1] [Length 5931] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle"
[11/Sep/2025:18:07:49 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle/86" [Client 172.19.0.1] [Length 5669] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle?search=MARCIO+MAURICIO&per_page=5"
[11/Sep/2025:18:07:51 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_ListaRelatorioPia/86" [Client 172.19.0.1] [Length 6347] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle/86"
[11/Sep/2025:18:07:59 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle/86" [Client 172.19.0.1] [Length 5669] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_ListaRelatorioPia/86"
[11/Sep/2025:18:08:00 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_RelatorioPia/86" [Client 172.19.0.1] [Length 5272] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle/86"
[11/Sep/2025:18:34:46 +0000] - 302 302 - POST https contabilidade.falchi.com.br "/GravaRelatorioPia" [Client 172.19.0.1] [Length 534] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_RelatorioPia/86"
[11/Sep/2025:18:34:46 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_ListaRelatorioPia/86" [Client 172.19.0.1] [Length 6457] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_RelatorioPia/86"
[11/Sep/2025:18:34:50 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle/86" [Client 172.19.0.1] [Length 5664] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_ListaRelatorioPia/86"
[11/Sep/2025:18:34:51 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle" [Client 172.19.0.1] [Length 7049] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle/86"
[11/Sep/2025:20:06:20 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle?search=AXEL&per_page=5" [Client 172.19.0.1] [Length 5899] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle"
[11/Sep/2025:20:06:22 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle/373" [Client 172.19.0.1] [Length 5714] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle?search=AXEL&per_page=5"
[11/Sep/2025:20:06:33 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_RelatorioPia/373" [Client 172.19.0.1] [Length 5271] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle/373"
[11/Sep/2025:20:06:44 +0000] - 302 302 - POST https contabilidade.falchi.com.br "/GravaRelatorioPia" [Client 172.19.0.1] [Length 538] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_RelatorioPia/373"
[11/Sep/2025:20:06:44 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_ListaRelatorioPia/373" [Client 172.19.0.1] [Length 6470] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_RelatorioPia/373"
[11/Sep/2025:20:06:50 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle/373" [Client 172.19.0.1] [Length 5744] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_ListaRelatorioPia/373"
[11/Sep/2025:20:06:51 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_EntradaSaida/373" [Client 172.19.0.1] [Length 5061] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle/373"
[11/Sep/2025:20:06:59 +0000] - 302 302 - POST https contabilidade.falchi.com.br "/GravaEntradaSaida" [Client 172.19.0.1] [Length 538] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_EntradaSaida/373"
[11/Sep/2025:20:06:59 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_ListaEntradaSaida/373" [Client 172.19.0.1] [Length 5348] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_EntradaSaida/373"
[11/Sep/2025:20:07:02 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle/373" [Client 172.19.0.1] [Length 5726] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_ListaEntradaSaida/373"
[11/Sep/2025:20:07:03 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle" [Client 172.19.0.1] [Length 7049] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle/373"
[11/Sep/2025:20:07:16 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle?search=LUCINEIA&per_page=5" [Client 172.19.0.1] [Length 5602] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle"
[11/Sep/2025:20:07:18 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle/create" [Client 172.19.0.1] [Length 6035] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle?search=LUCINEIA&per_page=5"
[11/Sep/2025:20:10:21 +0000] - 302 302 - POST https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle" [Client 172.19.0.1] [Length 506] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle/create"
[11/Sep/2025:20:10:21 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle" [Client 172.19.0.1] [Length 7053] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle/create"
[11/Sep/2025:20:10:27 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle?search=LUCINEIA&per_page=5" [Client 172.19.0.1] [Length 5898] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle"
[11/Sep/2025:20:10:29 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle/432" [Client 172.19.0.1] [Length 5722] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle?search=LUCINEIA&per_page=5"
[11/Sep/2025:20:10:31 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_RelatorioPia/432" [Client 172.19.0.1] [Length 5277] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle/432"
[11/Sep/2025:20:12:20 +0000] - 302 302 - POST https contabilidade.falchi.com.br "/GravaRelatorioPia" [Client 172.19.0.1] [Length 538] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_RelatorioPia/432"
[11/Sep/2025:20:12:20 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_ListaRelatorioPia/432" [Client 172.19.0.1] [Length 6170] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_RelatorioPia/432"
[11/Sep/2025:20:12:25 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle/432" [Client 172.19.0.1] [Length 5722] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_ListaRelatorioPia/432"
[11/Sep/2025:20:12:25 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle" [Client 172.19.0.1] [Length 7053] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle/432"
[11/Sep/2025:20:12:40 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle/create" [Client 172.19.0.1] [Length 6035] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle"
[11/Sep/2025:20:12:48 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/dashboard" [Client 172.19.0.1] [Length 5174] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle/create"
[11/Sep/2025:20:12:49 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle" [Client 172.19.0.1] [Length 7064] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/dashboard"
[11/Sep/2025:20:12:56 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle?search=andre+luis&per_page=5" [Client 172.19.0.1] [Length 6026] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle"
[11/Sep/2025:20:13:01 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle/create" [Client 172.19.0.1] [Length 6029] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle?search=andre+luis&per_page=5"
[11/Sep/2025:20:14:55 +0000] - 302 302 - POST https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle" [Client 172.19.0.1] [Length 506] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle/create"
[11/Sep/2025:20:14:55 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle" [Client 172.19.0.1] [Length 7069] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle/create"
[11/Sep/2025:20:15:12 +0000] - - 499 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle?search=ANDRE+LUIZ&per_page=5" [Client 172.19.0.1] [Length 0] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle"
[11/Sep/2025:20:15:12 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle?search=ANDRE+LUIZ&per_page=5" [Client 172.19.0.1] [Length 5891] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle"
[11/Sep/2025:20:15:13 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle/433" [Client 172.19.0.1] [Length 5687] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle?search=ANDRE+LUIZ&per_page=5"
[11/Sep/2025:20:15:15 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_RelatorioPia/433" [Client 172.19.0.1] [Length 5269] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle/433"
[11/Sep/2025:20:16:50 +0000] - 302 302 - POST https contabilidade.falchi.com.br "/GravaRelatorioPia" [Client 172.19.0.1] [Length 538] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_RelatorioPia/433"
[11/Sep/2025:20:16:50 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_ListaRelatorioPia/433" [Client 172.19.0.1] [Length 6074] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_RelatorioPia/433"
[11/Sep/2025:20:16:52 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle/433" [Client 172.19.0.1] [Length 5698] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_ListaRelatorioPia/433"
[11/Sep/2025:20:16:53 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_EntradaSaida/433" [Client 172.19.0.1] [Length 5055] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle/433"
[11/Sep/2025:20:17:06 +0000] - 302 302 - POST https contabilidade.falchi.com.br "/GravaEntradaSaida" [Client 172.19.0.1] [Length 538] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_EntradaSaida/433"
[11/Sep/2025:20:17:06 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_ListaEntradaSaida/433" [Client 172.19.0.1] [Length 5212] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_EntradaSaida/433"
[11/Sep/2025:20:17:09 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/dashboard" [Client 172.19.0.1] [Length 5176] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_ListaEntradaSaida/433"
[11/Sep/2025:20:17:10 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle" [Client 172.19.0.1] [Length 7064] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/dashboard"
[11/Sep/2025:20:17:32 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/profile" [Client 172.19.0.1] [Length 5013] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle"
[11/Sep/2025:20:17:34 +0000] - 302 302 - POST https contabilidade.falchi.com.br "/logout" [Client 172.19.0.1] [Length 398] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/profile"
[11/Sep/2025:20:17:34 +0000] - 302 302 - GET https contabilidade.falchi.com.br "/" [Client 172.19.0.1] [Length 438] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/profile"
[11/Sep/2025:20:17:34 +0000] - 302 302 - GET https contabilidade.falchi.com.br "/dashboard" [Client 172.19.0.1] [Length 422] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/profile"
[11/Sep/2025:20:17:34 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/login" [Client 172.19.0.1] [Length 3139] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/profile"
[11/Sep/2025:20:42:48 +0000] - 302 302 - POST https contabilidade.falchi.com.br "/login" [Client 172.19.0.1] [Length 434] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/login"
[11/Sep/2025:20:42:48 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/dashboard" [Client 172.19.0.1] [Length 5148] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "-"
[11/Sep/2025:20:42:50 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle" [Client 172.19.0.1] [Length 7059] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/dashboard"
[11/Sep/2025:20:42:57 +0000] - 200 200 - GET https contabilidade.falchi.com.br "/Irmaos_Emaus_FichaControle?search=andre&per_page=5" [Client 172.19.0.1] [Length 6263] [Gzip -] [Sent-to laravel10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36" "https://contabilidade.falchi.com.br/Irmaos_Emaus_FichaControle"
